"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/istanbul-maltepe-cinar-kiralik/daire/66056-10235","25","33.000","06-05-2025","Kiralık Daire","2 +
                          1","90 m²","30
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Küçükyalı Marmaraya 7 Dk Temiz Geni Bahçe Kullanımlı 2+1 Daire","İstanbul / Maltepe / Çınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/kacmaz-emlak-altintepe-66056","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/5/0/6/6/0/c7a099ad-2bd0-41c5-bcdb-2909d47fa4ba.png","Kaçmaz Emlak Altıntepe",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-kiralik/daire/32345-11178","20","28.000","11-04-2025","Kiralık Daire","1 +
                          1","88 m²","15
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bahçeşehir Toros Kısa Katlı Bloklar 1+1 Tadilatlı Eşyalı Kiralık Daire","İstanbul / Başakşehir / Bahçeşehir 1. Kısım Mah.","","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-kiralik/daire/7350-10169","20","75.000","24-03-2025","Kiralık Daire","2 +
                          1","120 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Göztepe Kemal Kayacan Sokak Yeni Binada 2+1 Kiralık Daire","İstanbul / Kadıköy / Göztepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/century21-sahra-gayrimenkul-7350","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/3/7/0/0/8896c33d-8904-4780-b2a0-daf1b78318d7.jpg","Century21 Sahra Gayrımenkul",""
"https://www.hepsiemlak.com/istanbul-zeytinburnu-kazlicesme-kiralik/daire/27431-10854","22","170.000","06-05-2025","Kiralık Daire","4 +
                          1","234 m²","4
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Yedi Mavide Kiralık Deniz Manzaralı 3.5+1 Ultra Lüks Daire","İstanbul / Zeytinburnu / Kazlıçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-sonuc-27431","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/0/7/5/4/4/4/1744376117-487712-44457043.jpeg","Remax Sonuç","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/4/7/2/0/8a81acd7-f16d-47e3-9eb3-d2bf7c2c5129.jpg"
"https://www.hepsiemlak.com/istanbul-kadikoy-acibadem-kiralik/daire/80253-899","29","10.000","26-04-2025","Kiralık Daire","Stüdyo","1.000 m²","10
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kadınlara Özel Kadıköy Acıbadem Caddesi Yakını 1/2/4/6 Kişilik Odalar","İstanbul / Kadıköy / Acıbadem Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/9/3/8/4/4/4/1744817956321-44483914.jpg","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-sahintepe-kiralik/daire/0-44557847","14","11.000","05-05-2025","Kiralık Daire","2 +
                          1","100 m²","25
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Daire","İstanbul / Başakşehir / Şahintepe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/8/7/5/5/4/4/1746092785378-44557847.jpg","",""
"https://www.hepsiemlak.com/istanbul-fatih-cibali-kiralik/daire/0-44556567","14","11.500","10-05-2025","Kiralık Daire","2 +
                          1","64 m²","31
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Cibali Unkapanında 2.Ci Kat Daire.....","İstanbul / Fatih / Cibali Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/5/6/5/5/4/4/w3e8tyXJbqQfUAXoRP4Ti.jpg","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-baglarcesme-kiralik/daire/0-44536706","14","17.000","30-04-2025","Kiralık Daire","2 +
                          1","85 m²","10
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Baglarcesme Kiralık Daire","İstanbul / Esenyurt / Bağlarçeşme Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/7/6/3/5/4/4/1745762735147-44536706.jpg","",""
"https://www.hepsiemlak.com/istanbul-sariyer-kirecburnu-kiralik/daire/0-44522963","14","35.000","25-04-2025","Kiralık Daire","1 +
                          1","70 m²","32
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Tarabya'da Eşyalı Kiralık Daire","İstanbul / Sarıyer / Kireçburnu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/9/2/2/5/4/4/1745491865984-44522963.jpg","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-kanarya-kiralik/daire/130212-264","14","16.000","02-05-2025","Kiralık Daire","3 +
                          1","115 m²","40
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Adress'ten Kanarya Mah. Kiralık 105 M2 3+1 Arakat Daire","İstanbul / Küçükçekmece / Kanarya Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/8/0/0/5/4/4/1745068251038-44500881.jpg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-kiralik/daire/150374-37","14","59.000","03-05-2025","Kiralık Daire","2 +
                          1","80 m²","5
                        Yaşında","13. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Rezidans Ta2+1 Deniz Manzaralı Lux Daire","İstanbul / Kadıköy / Göztepe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/3/1/4/4/4/4/1744178906117-44441389.jpg","",""
"https://www.hepsiemlak.com/istanbul-sariyer-buyukdere-kiralik/daire/0-44410005","14","37.000","26-04-2025","Kiralık Daire","2 +
                          1","90 m²","33
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden Büyükdere Sahilde Kiralık 2+1","İstanbul / Sarıyer / Büyükdere Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/0/0/1/4/4/4/1743541790-0113-44410005.jpeg","",""
"https://www.hepsiemlak.com/istanbul-tuzla-postane-kiralik/daire/0-44346734","14","35.000","07-05-2025","Kiralık Daire","1 +
                          1","59 m²","7
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Tuzla Postane Mahallesi Mercan Sahil Tarafında","İstanbul / Tuzla / Postane Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/7/6/4/3/4/4/1742236085-356669-44346734.jpeg","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-kiralik/daire/133391-78","14","11.950","20-03-2025","Kiralık Daire","1 +
                          1","75 m²","28
                        Yaşında","Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Küçükcekmece Cumhuriyet Mah Kiralık 1+1 Zemin Kat Bahçeli Daire 65 M2","İstanbul / Küçükçekmece / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/yeni-bir-gayrimenkul-133391","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/4/7/7/2/4/4/8a227855-1032-4f82-9292-1573b48d949f.jpg","Yeni Bir Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/3/3/3/1/fe21efda-8ef1-4387-be63-01537f31ef74.jpg"
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/43996-24841","30","31.500","05-05-2025","Kiralık Daire","3 +
                          1","120 m²","5
                        Yaşında","Kot 1","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Koyuyeşilden Yeni  3+1   Manaralı   Önu Acık Metro  5 Dk Maxx","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/0/2/3/5/4/4/c258ab68-05a2-4811-b0d6-d4ddd13eecac.jpg","Koyuyeşil Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/9/9/3/4/0/4a9af117-1bb7-4ce4-bcdb-06dbfa06524d.jpg"
"https://www.hepsiemlak.com/istanbul-kucukcekmece-inonu-kiralik/daire/124862-1047","38","41.000","21-04-2025","Kiralık Daire","2 +
                          1","132 m²","14
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Küçükçekmece Brand Atakent 1. Etap 2+1 Kiralık Balkonlu Daire","İstanbul / Küçükçekmece / İnönü Mah.","https://www.hepsiemlak.com/emlak-ofisi/akin-gayrimenkul-124862","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/9/2/6/8/3/4/5b7d1b07-562c-4e61-97a5-eecd2cf1ddb1.jpg","Akın Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/6/8/4/2/1/c69d48b8-d623-4613-9945-957799c4ca32.jpg"
"https://www.hepsiemlak.com/istanbul-sile-goce-kiralik/mustakil-ev/5630-5955","35","50.000","04-05-2025","Kiralık Müstakil Ev","3 +
                          1","230 m²","10
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şile Ağva Kiralık Bahçeli Deprem Yönetmelikli Müstakil Eşyalı Ev","İstanbul / Şile / Göçe Mah.","https://www.hepsiemlak.com/emlak-ofisi/kiziroglu-emlak-5630/mustafa-bey-emre-bey-5630","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/0/5/0/0/8/3/a9942a5f-555b-4b56-9c03-1b837b8bef50.jpg","Kiziroğlu Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/3/6/5/0/0/2fff45ef-b5c4-4d1c-b629-4e97b16a9a60.jpg"
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/17780-20181","1","50.000","15-04-2025","Kiralık Daire","2 +
                          1","75 m²","40
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şebnem Özgül'den Florya Marmaray Aqua'ya Yakın Ofise Uygun 2+1 Kiralık Daire","İstanbul / Bakırköy / Şenlikköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/sebnem-ozgul-emlak-ve-gayrimenkul-danismanligi-17780/semih-sarisin-3615555","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/5/7/7/4/4/4/1744721358-455689-44477519.jpeg","Şebnem Özgül Emlak Ve Gayrimenkul Danışmanlığı","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/5/5/5/1/6/3/3dcfb73b-cc25-44b2-98d8-0705f1d24f8e.jpg"
"https://www.hepsiemlak.com/istanbul-esenyurt-istiklal-kiralik/daire/70026-1917","1","18.500","12-04-2025","Kiralık Daire","2 +
                          1","55 m²","3
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Daire 1+1 Esenyurta  Rüya Prestij Sitesinde Eşiyalı  İstanbul","İstanbul / Esenyurt / İstiklal Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/8/1/6/4/4/4/d0dbdbbb-4626-4751-bd29-6a7906266286.jpg","",""
"https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/2675-9809","1","47.500","21-04-2025","Kiralık Daire","3 +
                          1","140 m²","25
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Acarkent Mv'dan Kavacıkda Eşyalı Eşyasız Eşyalı Fiyatıdır 3+1 Yerli Yabancı Aileye Ögrenciye Verilir","İstanbul / Beykoz / Kavacık Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/3/5/6/3/4/4/06a0436a-f6d3-4642-9326-03bd800808aa.jpg","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-firuzaga-kiralik/daire/10524-2849","7","30.000","09-05-2025","Kiralık Daire","Stüdyo","70 m²","45
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Firuzağada Merkezi Konumda Kiralık Yüksek Giriş Daire","İstanbul / Beyoğlu / Firuzağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/akguc-emlak-10524/alican-akguc-10524","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/6/0/0/6/4/4/fb4bc0ff-4fa8-4ae6-b5ed-7a2ef0de7351.jpg","Akgüç Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/2/5/0/1/0/b56d537a-6aa1-4bcd-9c3e-e34377a3f302.jpg"
"https://www.hepsiemlak.com/istanbul-bakirkoy-zeytinlik-kiralik/daire/125563-2073","21","20.000","17-04-2025","Kiralık Daire","2 +
                          1","100 m²","50
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zeytinlikte Geniş Ve Bakımlı Kiralık Bahçe Katı Daire","İstanbul / Bakırköy / Zeytinlik Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-star-125563","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/9/4/8/4/4/4/46f3019e-e4d1-4f7a-9d86-efa807bcef31.jpg","Kw Star","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/6/5/5/2/1/a2827344-6e34-41bd-8665-a470e5f5faf2.jpg"
"https://www.hepsiemlak.com/istanbul-uskudar-kisikli-kiralik/daire/120150-3371","13","37.000","08-05-2025","Kiralık Daire","3 +
                          1","150 m²","32
                        Yaşında","4. Kat","","","","F-L Emlaktan Ümraniye Metroya 5 Dk.3+1 140 M2 Daire","İstanbul / Üsküdar / Kısıklı Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/3/8/8/5/4/4/1746605552973-44588355.jpg","F-l Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/1/0/2/1/fc97d3f0-ca43-44a8-9e06-6fbd2ab208e0.jpg"
"https://www.hepsiemlak.com/istanbul-sariyer-tarabya-kiralik/daire/1994-3240","14","20.000","19-04-2025","Kiralık Daire","1 +
                          1","55 m²","24
                        Yaşında","Yüksek Giriş","","","","Tarabya Merkeze 5 Dak Kurumsal Çalışana 1+1 Temiz Daire","İstanbul / Sarıyer / Tarabya Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/3/8/2/4/4/4/a7ff08f0-f553-460b-af1c-f705b3004cfa.jpg","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-mevlana-kiralik/daire/7204-26657","25","26.000","01-05-2025","Kiralık Daire","2 +
                          1","95 m²","23
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Esenyurt Öğretmenler Sıtesınde Metrobüse 5 Dk Kıralık 2+1 Daıre","İstanbul / Esenyurt / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-mujde-7204/huseyin-ogural-1589335","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/3/3/9/8/5/1/797ba4f2-cda9-41b4-84c7-6dfae97330de.jpg","Remax Müjde","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/0/2/7/0/0/294259fb-8dbf-40a5-b339-b6d725d8fe0e.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/daire/49933-3018","11","20.000","18-04-2025","Kiralık Daire","1 +
                          1","60 m²","20
                        Yaşında","3. Kat","","","","Berk Emlakran Harbiye De 1+1 Daire. Terasli Dir","İstanbul / Şişli / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/berk-emlak-49933/murvet-mandak-945541","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/4/5/5/4/9/34025840-c24f-462b-8837-b1362071b29a.jpg","Berk Emlak",""
"https://www.hepsiemlak.com/istanbul-besiktas-levent-kiralik/villa/67970-4763","29","290.000","22-04-2025","Kiralık Villa","5 +
                          1","300 m²","35
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Levent Merkezi Konumda Bahçeli Villa","İstanbul / Beşiktaş / Levent Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-hills-67970","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/9/7/6/0/3f0885d8-aec4-495b-a3eb-81a0052933e0.jpg","Remax Hills",""
"https://www.hepsiemlak.com/istanbul-uskudar-bahcelievler-kiralik/daire/7499-17157","16","25.000","08-05-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İki-El Den Akıllı Ev Sistemli 1+1 Sıfır Lüks Daire Fırsatttır","İstanbul / Üsküdar / Bahçelievler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/5/7/1/4/4/4/151c823e-ec64-48c1-a452-7f16cb785d2e.jpg","",""
"https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/56328-585","25","26.000","21-04-2025","Kiralık Daire","2 +
                          1","103 m²","24
                        Yaşında","Ara Kat","","","","Çaglayan'da 2+1 Kiralık Daireçaglayan Vatan Caddesı Üzerinde","İstanbul / Kağıthane / Çağlayan Mah.","https://www.hepsiemlak.com/emlak-ofisi/enka-emlak-insaat-56328/mehmet-demir-1047373","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/5/7/0/5/4/4/c0b8d726-73d7-468b-b16a-e3d04715bf63.jpg","Enka Emlak İnşaat","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-bahcelievler-cobancesme-kiralik/daire/24555-6611","19","60.000","22-04-2025","Kiralık Daire","2 +
                          1","112 m²","13
                        Yaşında","11. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Nish İstanbul Kiralık 112 M2 2+1 Fırsat Ofis","İstanbul / Bahçelievler / Çobançeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/yurt-gayrimenkul-24555","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/2/5/1/4/4/4/b73a17bb-12e1-46a3-bff4-99ba925f3811.jpg","Yurt Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/5/5/4/2/0/afed8552-c2e1-4ef0-a289-ae0f9dbb4f7f.jpg"
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/152800-38","20","52.000","01-05-2025","Kiralık Daire","2 +
                          1","130 m²","10
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Emlaxa Emlaktan Göktürk Merkez De Eşyalı Kiralık Dubleks Daire","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/9/6/5/5/4/4/1746086510-691596-44556983.jpeg","",""
"https://www.hepsiemlak.com/istanbul-avcilar-ambarli-kiralik/daire/17377-6819","35","18.000","01-05-2025","Kiralık Daire","3 +
                          1","155 m²","30
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Avcılar Öğretmenler Cad. Üzerinde Yeni Boyalı 3+1 Kiralık Daire","İstanbul / Avcılar / Ambarlı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/1/9/5/5/4/4/82d89f2f-f935-4ae3-a6cb-6bd8dd571863.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-kiralik/daire/90802-1311","36","140.000","30-04-2025","Kiralık Daire","3 +
                          1","200 m²","35
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Yeni Ulus Sitesi Havuza Yakın Beyaz Eşyalı Ve Kısmi Eşyalı Yeni","İstanbul / Beşiktaş / Nisbetiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/purple-house-real-estate-90802","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/3/3/5/5/4/4/66295084-c1f8-40d0-9b02-175ffaaa4512.jpg","Purple House Real Estate","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/0/8/0/9/0/ece4e095-9b44-4f74-b218-c018413f91db.jpg"
"https://www.hepsiemlak.com/istanbul-zeytinburnu-kazlicesme-kiralik/daire/129140-601","22","30.000","30-04-2025","Kiralık Daire","2 +
                          1","125 m²","35
                        Yaşında","4. Kat","","","","Toprak İnşaat & Emlak'tan Telsizde Zeruj Karşısı 2+1 100m2 Masrafsız Kiralık Daire","İstanbul / Zeytinburnu / Kazlıçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/toprak-insaat-emlak-129140","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/2/1/5/5/4/4/1746003643-369722-44551267.jpeg","Toprak İnşaat & Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/4/1/9/2/1/319d98f3-3148-4be2-8846-f5b32ee853d1.jpeg"
"https://www.hepsiemlak.com/istanbul-beyoglu-sutluce-kiralik/daire/139534-46","16","20.000","29-04-2025","Kiralık Daire","2 +
                          1","90 m²","25
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sütlücede Kiralık 2+1 Daire","İstanbul / Beyoğlu / Sütlüce Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/2/3/4/5/4/4/1745864916-154702-44543297.jpeg","",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-cumhuriyet-kiralik/daire/3568-8606","35","32.000","29-04-2025","Kiralık Daire","3 +
                          2","270 m²","26
                        Yaşında","3. Kat","","","","Büyükçekmece Cumhuriyet Mah. 3+2 Teraslı Dubleks Daire","İstanbul / Büyükçekmece / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/cagdas-invest-3568","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/8/9/3/5/4/4/1cef7794-f053-46c9-a34d-2e794fcd2d0a.jpg","Çağdaş İnvest","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/5/3/0/0/9872eefa-227c-4d14-a638-5b8c2c5947bc.JPG"
"https://www.hepsiemlak.com/istanbul-beykoz-camlibahce-kiralik/daire/155101-24","22","25.000","26-04-2025","Kiralık Daire","3 +
                          1","110 m²","25
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık B.Mercan Gayrimenkul'den Çamlıbahce Dubleks Daire","İstanbul / Beykoz / Çamlıbahçe Mah.","https://www.hepsiemlak.com/emlak-ofisi/bmercan-emlak-155101","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/7/1/3/5/4/4/4404db12-8d4b-4bf8-9ff1-074196b7828d.jpg","B.mercan Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/1/5/5/1/78b1b071-ad59-4a47-9328-ee0ad2d5340d.jpg"
"https://www.hepsiemlak.com/istanbul-tuzla-sifa-kiralik/daire/144355-372","16","21.000","25-04-2025","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Tuzla Şifa Mahallesi'de Cadde Üzeri Kiralık 2+1 Daire","İstanbul / Tuzla / Şifa Mah.","https://www.hepsiemlak.com/emlak-ofisi/task-yasam-gayrimenkul-144355","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/8/9/2/5/4/4/0a7bb7eff6620520d695b38fa91d4ede7c14247e1389891d6a20370c21cc989dd46dae0619be950516e8de054f7f8dfe.jpg","Task Yaşam Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/5/3/4/4/1/9d2bae13-e11d-4dc4-b1fb-1ac069c3f285.jpg"
