city,district,neighborhood,room,living_room,area,age,floor,price,area_per_room
istanbul,kagithane,sultan_selim,3,1,100,10,2,35000,25
istanbul,kagithane,seyrantepe,2,1,130,25,1,31000,43
istanbul,esenyurt,piri_reis,1,1,75,8,6,14500,37
istanbul,kartal,karliktepe,2,1,85,3,5,33300,28
istanbul,sariyer,ayazaga,2,1,100,9,4,37500,33
istanbul,beyoglu,yenisehir,1,1,70,30,1,15000,35
istanbul,buyukcekmece,cumhuriyet,3,1,178,1,0,52500,44
istanbul,pendik,fatih,2,1,95,0,1,20000,31
istanbul,arnavutkoy,hadimkoy,3,1,110,0,3,20000,27
istanbul,bakirkoy,sakizagaci,4,1,150,35,1,70000,30
istanbul,sultanbeyli,battalgazi,2,1,80,0,1,16000,26
istanbul,besiktas,dikilitas,1,1,60,6,-3,32000,30
istanbul,sisli,mecidiyekoy,2,1,85,26,-3,26000,28
istanbul,kagithane,gultepe,2,1,90,35,3,22000,30
istanbul,fatih,mevlanakapi,1,1,60,42,0,16500,30
istanbul,sisli,duatepe,2,1,90,28,1,39000,30
istanbul,kagithane,ortabayir,2,1,80,9,1,28000,26
istanbul,sisli,gulbahar,4,1,140,22,1,47500,28
istanbul,cekmekoy,gungoren,2,1,85,0,1,35000,28
istanbul,sisli,tesvikiye,2,1,125,30,3,50000,41
istanbul,bahcelievler,soganli,3,1,100,30,3,24000,25
istanbul,kagithane,seyrantepe,3,1,160,25,4,26000,40
istanbul,besiktas,etiler,3,1,140,39,1,68000,35
istanbul,avcilar,merkez,2,1,98,2,0,17000,32
istanbul,kartal,atalar,2,1,95,2,3,38000,31
istanbul,sisli,pasa,2,1,85,32,1,25000,28
istanbul,uskudar,icadiye,2,1,80,40,5,32000,26
istanbul,kucukcekmece,istasyon,3,1,115,8,1,31000,28
istanbul,kagithane,sultan_selim,3,1,130,29,2,27000,32
istanbul,fatih,seyyid_omer,2,1,80,38,1,20000,26
istanbul,sancaktepe,abdurrahmangazi,3,1,130,5,1,19750,32
istanbul,esenyurt,hurriyet,2,1,140,7,2,13000,46
istanbul,maltepe,kucukyali,3,1,110,30,1,32500,27
istanbul,sisli,19_mayis,2,1,90,40,1,40000,30
istanbul,esenler,nine_hatun,2,1,95,26,4,18000,31
istanbul,sariyer,zekeriyakoy,1,1,81,8,2,42500,40
istanbul,sisli,mecidiyekoy,2,1,80,45,4,25000,26
istanbul,beyoglu,purtelas_hasan_efendi,2,1,75,60,0,34000,25
istanbul,beyoglu,kalyoncu_kullugu,2,1,85,25,4,23500,28
istanbul,esenyurt,balikyolu,2,1,90,11,-2,10000,30
istanbul,tuzla,yayla,2,1,130,30,-2,15000,43
istanbul,kartal,hurriyet,3,1,125,22,2,22000,31
istanbul,uskudar,sultantepe,2,1,85,35,0,25000,28
istanbul,esenler,orucreis,2,1,120,34,2,17500,40
istanbul,esenyurt,mevlana,3,1,145,30,2,28000,36
istanbul,besiktas,arnavutkoy,2,1,80,40,1,50000,26
istanbul,kagithane,ortabayir,2,1,85,30,2,25000,28
istanbul,besiktas,ortakoy,1,1,60,22,3,27000,30
istanbul,uskudar,mimar_sinan,1,1,70,35,0,20000,35
istanbul,kagithane,ortabayir,1,1,86,28,1,14000,43
istanbul,kagithane,celiktepe,2,1,78,24,5,19500,26
istanbul,sisli,harbiye,2,1,90,50,3,50000,30
istanbul,sisli,gulbahar,1,1,60,15,-3,17000,30
istanbul,sisli,merkez,1,1,70,4,2,60000,35
istanbul,besiktas,muradiye,2,1,110,40,1,42000,36
istanbul,kadikoy,osmanaga,2,1,100,45,-2,54000,33
istanbul,umraniye,hekimbasi,3,1,150,25,0,20000,37
istanbul,sancaktepe,emek,1,1,67,5,8,25000,33
istanbul,sisli,mecidiyekoy,1,1,59,7,1,21000,29
istanbul,sisli,mecidiyekoy,3,1,150,12,7,65000,37
istanbul,kagithane,hurriyet,3,1,120,35,5,25000,30
istanbul,maltepe,baglarbasi,2,1,90,10,1,39000,30
istanbul,kucukcekmece,yeni_mahalle,2,1,100,32,2,20000,33
istanbul,uskudar,ahmediye,2,1,80,35,-2,18000,26
istanbul,uskudar,bulgurlu,1,1,50,15,-2,21500,25
istanbul,kagithane,mehmet_akif_ersoy,2,1,60,45,3,16000,20
istanbul,besiktas,visnezade,2,1,75,35,-1,22000,25
istanbul,esenyurt,guzelyurt,2,1,110,15,3,18000,36
istanbul,beyoglu,gumussuyu,2,1,85,40,2,42000,28
istanbul,atasehir,kucukbakkalkoy,3,1,140,25,5,42000,35
istanbul,kagithane,gultepe,2,1,80,6,1,23500,26
istanbul,sariyer,maden,2,1,120,15,-2,25000,40
istanbul,atasehir,mustafa_kemal,1,1,65,5,1,25000,32
istanbul,sariyer,ayazaga,1,1,69,9,1,32000,34
istanbul,kartal,cevizli,2,1,100,2,6,53000,33
istanbul,sisli,bozkurt,3,1,170,16,4,50000,42
istanbul,cekmekoy,merkez,2,1,132,9,-2,16500,44
istanbul,adalar,maden,2,1,110,37,5,45000,36
istanbul,beykoz,cubuklu,2,1,90,30,-2,33000,30
istanbul,fatih,koca_mustafapasa,2,1,100,45,3,38000,33
istanbul,gaziosmanpasa,merkez,1,1,85,30,5,17500,42
istanbul,sisli,halide_edip_adivar,2,1,100,25,5,29000,33
istanbul,beyoglu,gumussuyu,2,1,90,50,4,40000,30
istanbul,uskudar,aziz_mahmut_hudayi,2,1,100,30,1,40000,33
istanbul,kagithane,sultan_selim,2,1,150,29,5,23000,50
istanbul,buyukcekmece,bahcelievler,3,1,120,3,5,25000,30
istanbul,bahcelievler,zafer,2,1,85,29,4,15000,28
istanbul,sariyer,ferahevler,2,1,95,30,-1,25000,31
istanbul,besiktas,abbasaga,2,1,85,50,3,28000,28
istanbul,fatih,topkapi,2,1,90,29,2,21500,30
istanbul,bahcelievler,siyavuspasa,3,1,120,30,3,30000,30
istanbul,kagithane,merkez,1,1,45,10,3,35500,22
istanbul,kagithane,yesilce,2,1,69,10,2,33000,23
istanbul,sisli,gulbahar,2,1,75,20,-3,23000,25
istanbul,gaziosmanpasa,merkez,2,1,85,20,3,24000,28
istanbul,kagithane,ortabayir,1,1,65,25,5,25000,32
istanbul,fatih,aksaray,3,1,110,40,1,29000,27
istanbul,kadikoy,rasimpasa,1,1,60,40,1,35000,30
istanbul,beyoglu,firuzaga,2,1,80,35,4,35000,26
istanbul,beyoglu,gumussuyu,1,1,55,38,4,30000,27
istanbul,fatih,cerrahpasa,1,1,55,50,2,15500,27
istanbul,beyoglu,kalyoncu_kullugu,3,1,90,60,4,35000,22
istanbul,sariyer,fatih_sultan_mehmet,2,1,100,28,0,20000,33
istanbul,uskudar,murat_reis,2,1,81,36,2,20000,27
istanbul,besiktas,dikilitas,1,1,50,0,5,40000,25
istanbul,uskudar,murat_reis,4,1,135,25,5,68000,27
istanbul,uskudar,valide_i_atik,2,1,80,30,3,25000,26
istanbul,beyoglu,gumussuyu,1,1,55,30,1,32000,27
istanbul,sisli,eskisehir,1,1,80,45,4,30000,40
istanbul,sisli,merkez,2,1,90,30,1,35000,30
istanbul,besiktas,abbasaga,1,1,50,40,1,20000,25
istanbul,bakirkoy,yenimahalle,2,1,72,0,3,38000,24
istanbul,kartal,orhantepe,2,1,95,4,1,36000,31
istanbul,beylikduzu,adnan_kahveci,2,1,110,14,3,25000,36
istanbul,sisli,fulya,2,1,80,26,2,20000,26
istanbul,sultanbeyli,abdurrahmangazi,2,1,100,31,1,20500,33
istanbul,sariyer,buyukdere,2,1,95,26,3,36000,31
istanbul,buyukcekmece,mimar_sinan_merkez,1,1,60,11,4,16500,30
istanbul,esenyurt,talatpasa,2,1,98,5,3,14000,32
istanbul,esenler,nine_hatun,1,1,70,15,1,15000,35
istanbul,maltepe,cinar,3,1,130,25,4,47500,32
istanbul,kadikoy,caferaga,3,1,95,38,3,39000,23
istanbul,sariyer,zekeriyakoy,1,1,64,8,2,47500,32
istanbul,kagithane,sultan_selim,2,1,107,5,3,52000,35
istanbul,uskudar,cumhuriyet,3,1,120,20,2,30000,30
istanbul,tuzla,evliya_celebi,1,1,70,10,0,26000,35
istanbul,sisli,merkez,2,1,90,29,4,10000,30
istanbul,kagithane,harmantepe,1,1,75,25,2,15500,37
istanbul,kucukcekmece,cumhuriyet,3,1,160,25,5,19000,40
istanbul,beyoglu,cukur,1,1,55,45,5,27000,27
istanbul,sisli,mesrutiyet,3,1,100,40,4,45000,25
istanbul,zeytinburnu,merkezefendi,3,1,100,31,6,38000,25
istanbul,fatih,haseki_sultan,3,1,100,40,3,27000,25
istanbul,uskudar,ahmediye,1,1,60,40,1,22000,30
istanbul,besiktas,turkali,1,1,60,45,-2,30000,30
istanbul,esenyurt,akevler,2,1,120,6,6,25000,40
istanbul,uskudar,valide_i_atik,2,1,75,30,1,32500,25
istanbul,sisli,izzet_pasa,2,1,90,30,1,27500,30
istanbul,sariyer,maden,1,1,60,6,5,40000,30
istanbul,gungoren,guven,3,1,135,25,4,40000,33
istanbul,uskudar,aziz_mahmut_hudayi,2,1,80,35,-2,27500,26
istanbul,avcilar,gumuspala,2,1,85,10,-2,20000,28
istanbul,kadikoy,rasimpasa,2,1,100,30,4,45000,33
istanbul,uskudar,zeynep_kamil,1,1,80,24,5,23000,40
istanbul,tuzla,cami,1,1,60,28,5,14000,30
istanbul,kagithane,emniyet_evleri,1,1,65,4,4,38000,32
istanbul,atasehir,icerenkoy,3,1,135,30,5,39000,33
istanbul,kagithane,sirintepe,1,1,47,4,-2,24000,23
istanbul,maltepe,aydinevler,2,1,95,3,1,28000,31
istanbul,sisli,gulbahar,2,1,100,40,3,29000,33
istanbul,sisli,gulbahar,2,1,95,11,3,39500,31
istanbul,tuzla,mescit,1,1,60,15,3,15000,30
istanbul,fatih,ayvansaray,1,1,27,25,2,16000,13
istanbul,uskudar,selami_ali,2,1,90,40,5,35000,30
istanbul,sisli,mesrutiyet,2,1,120,31,3,59000,40
istanbul,zeytinburnu,seyitnizam,2,1,75,13,-2,17000,25
istanbul,bakirkoy,yesilkoy,3,1,150,46,3,52000,37
istanbul,fatih,sehremini,1,1,65,35,1,18500,32
istanbul,bagcilar,fevzi_cakmak,3,1,135,35,2,19500,33
istanbul,beyoglu,kocatepe,1,1,55,20,4,16000,27
istanbul,sisli,fulya,1,1,70,7,-3,24500,35
istanbul,beyoglu,kocatepe,1,1,55,20,4,16000,27
istanbul,sisli,fulya,1,1,70,7,-3,24500,35
istanbul,avcilar,merkez,2,1,90,25,3,20000,30
istanbul,uskudar,salacak,1,1,90,35,-2,17500,45
istanbul,sisli,mesrutiyet,2,1,80,34,4,25000,26
istanbul,kadikoy,kozyatagi,3,1,120,27,8,55000,30
istanbul,sisli,esentepe,2,1,90,22,0,28000,30
istanbul,sisli,ergenekon,2,1,81,36,1,25000,27
istanbul,uskudar,icadiye,2,1,90,13,-2,30000,30
istanbul,uskudar,zeynep_kamil,2,1,85,40,5,26000,28
istanbul,fatih,sumbul_efendi,1,1,75,30,-1,15000,37
istanbul,fatih,kemal_pasa,3,1,150,30,4,50000,37
istanbul,kucukcekmece,kanarya,2,1,60,29,1,13000,20
istanbul,kagithane,hurriyet,2,1,85,30,3,20000,28
istanbul,eyupsultan,esentepe,2,1,88,6,4,36000,29
istanbul,esenyurt,ucevler,1,1,70,8,7,12000,35
istanbul,sisli,mecidiyekoy,3,1,125,22,8,30000,31
istanbul,gaziosmanpasa,karadeniz,3,1,198,10,4,55000,49
istanbul,maltepe,feyzullah,3,1,110,7,1,50000,27
istanbul,umraniye,parseller,2,1,85,0,2,30000,28
istanbul,bahcelievler,zafer,1,1,75,6,1,20000,37
istanbul,avcilar,universite,3,1,125,18,1,24500,31
istanbul,esenyurt,mevlana,3,1,135,20,4,28000,33
istanbul,kagithane,ortabayir,1,1,70,4,1,30000,35
istanbul,catalca,ferhatpasa,2,1,85,6,-2,20000,28
istanbul,fatih,sehremini,2,1,85,40,2,25000,28
istanbul,bagcilar,inonu,3,1,110,30,5,23000,27
istanbul,beykoz,kavacik,2,1,140,16,5,45000,46
istanbul,esenyurt,cinar,2,1,85,9,3,15000,28
istanbul,kartal,hurriyet,2,1,80,0,4,28000,26
istanbul,bahcelievler,bahcelievler,3,1,160,40,4,42500,40
istanbul,pendik,gullu_baglar,2,1,105,11,3,30000,35
istanbul,maltepe,findikli,2,1,75,13,4,21000,25
istanbul,beyoglu,omer_avni,2,1,130,34,3,65000,43
istanbul,sisli,fulya,2,1,85,12,4,58500,28
istanbul,eyupsultan,alibeykoy,2,1,75,21,4,21500,25
istanbul,buyukcekmece,mimaroba,4,1,200,7,5,43000,40
istanbul,pendik,velibaba,2,1,100,0,5,27500,33
istanbul,bahcelievler,zafer,1,1,65,15,1,18500,32
istanbul,eyupsultan,karadolap,2,1,80,4,-2,30000,26
istanbul,maltepe,findikli,1,1,65,4,0,18000,32
istanbul,sariyer,tarabya,3,1,140,30,1,70000,35
istanbul,maltepe,zumrutevler,3,1,140,30,4,33000,35
istanbul,eyupsultan,sakarya,2,1,100,4,4,42500,33
istanbul,maltepe,zumrutevler,2,1,110,7,8,50000,36
istanbul,besiktas,etiler,3,1,140,30,3,60000,35
istanbul,tuzla,yayla,2,1,80,0,1,22000,26
istanbul,kadikoy,erenkoy,2,1,70,5,1,52500,23
istanbul,kadikoy,acibadem,3,1,120,31,5,47000,30
istanbul,pendik,yenisehir,3,1,134,0,6,38000,33
istanbul,sariyer,ayazaga,3,1,115,25,3,28000,28
istanbul,pendik,yenisehir,1,1,78,5,1,23700,39
istanbul,cekmekoy,nisantepe,1,1,65,4,-2,30750,32
istanbul,kagithane,seyrantepe,1,1,60,1,5,25000,30
istanbul,kadikoy,caferaga,3,1,125,40,4,50000,31
istanbul,bayrampasa,muratpasa,4,1,175,0,5,62000,35
istanbul,umraniye,serifali,3,1,140,18,-2,28000,35
istanbul,beyoglu,ornektepe,2,1,90,5,1,26000,30
istanbul,kagithane,caglayan,1,1,55,10,1,26000,27
istanbul,arnavutkoy,hadimkoy,2,1,75,18,1,15000,25
istanbul,bagcilar,kirazli,2,1,100,26,5,23000,33
istanbul,beykoz,cigdem,3,1,120,30,4,30000,30
istanbul,uskudar,cumhuriyet,2,1,85,10,-2,21000,28
istanbul,kagithane,caglayan,2,1,70,12,-3,18000,23
istanbul,cekmekoy,eksioglu,2,1,80,6,1,23000,26
istanbul,bahcelievler,cumhuriyet,3,1,140,40,5,18000,35
istanbul,kucukcekmece,atakent,1,1,67,11,7,28000,33
istanbul,sancaktepe,fatih,2,1,85,7,1,25000,28
istanbul,beyoglu,hacimimi,1,1,90,40,3,57500,45
istanbul,kucukcekmece,tevfik_bey,2,1,100,30,3,25000,33
istanbul,pendik,dumlupinar,3,1,126,0,-3,33000,31
istanbul,gungoren,tozkoparan,2,1,100,30,3,30000,33
istanbul,beylikduzu,yakuplu,2,1,90,8,3,26000,30
istanbul,gungoren,abdurrahman_nafiz_gurman,2,1,85,30,3,30000,28
istanbul,esenyurt,orhan_gazi,2,1,104,7,3,17500,34
istanbul,maltepe,altintepe,1,1,50,0,0,32000,25
istanbul,kucukcekmece,sultan_murat,2,1,75,28,3,14000,25
istanbul,atasehir,kayisdagi,2,1,75,7,4,38000,25
istanbul,sariyer,pinar,2,1,90,30,2,30000,30
istanbul,beylikduzu,yakuplu,2,1,100,1,3,38000,33
istanbul,sisli,cumhuriyet,1,1,80,30,2,36000,40
istanbul,buyukcekmece,yenimahalle,2,1,90,30,1,30000,30
istanbul,sultanbeyli,mehmet_akif,2,1,95,2,4,30000,31
istanbul,kagithane,yesilce,2,1,76,7,6,40000,25
istanbul,kagithane,merkez,1,1,65,12,8,38000,32
istanbul,umraniye,inkilap,4,1,160,7,7,41000,32
istanbul,maltepe,cevizli,2,1,118,5,5,50000,39
istanbul,esenyurt,ucevler,2,1,100,5,0,13500,33
istanbul,sisli,mecidiyekoy,2,1,110,25,2,26000,36
istanbul,bagcilar,kirazli,2,1,97,11,2,43000,32
istanbul,uskudar,kuzguncuk,3,1,140,31,2,66000,35
istanbul,kagithane,seyrantepe,1,1,85,10,1,23000,42
istanbul,esenyurt,koza,2,1,75,8,0,17500,25
istanbul,beykoz,cigdem,3,1,130,26,2,23500,32
istanbul,bakirkoy,yesilkoy,2,1,88,1,0,62000,29
istanbul,avcilar,mustafa_kemal_pasa,1,1,60,1,1,21500,30
istanbul,kucukcekmece,istasyon,3,1,105,3,1,26750,26
istanbul,beylikduzu,marmara,2,1,105,11,5,25000,35
istanbul,uskudar,zeynep_kamil,3,1,140,20,3,35000,35
istanbul,fatih,yedikule,1,1,70,38,1,14000,35
istanbul,besiktas,dikilitas,2,1,90,40,1,26000,30
istanbul,uskudar,sultantepe,2,1,80,30,1,23900,26
istanbul,zeytinburnu,sumer,2,1,94,3,6,50000,31
istanbul,kadikoy,acibadem,3,1,110,40,2,52000,27
istanbul,fatih,dervis_ali,1,1,75,12,-2,13500,37
istanbul,maltepe,findikli,1,1,70,11,5,22000,35
istanbul,uskudar,zeynep_kamil,1,1,65,40,1,25000,32
istanbul,kagithane,merkez,2,1,90,25,2,20000,30
istanbul,kadikoy,feneryolu,3,1,180,28,5,60000,45
istanbul,esenyurt,mehmet_akif_ersoy,2,1,85,5,1,13500,28
istanbul,beyoglu,firuzaga,1,1,70,45,5,50000,35
istanbul,sisli,ergenekon,2,1,100,35,1,38500,33
istanbul,sariyer,resitpasa,1,1,65,27,5,10000,32
istanbul,beyoglu,gumussuyu,1,1,55,19,-1,28000,27
istanbul,sisli,eskisehir,2,1,120,15,5,46000,40
istanbul,sancaktepe,kemal_turkler,3,1,157,8,-2,59000,39
istanbul,besiktas,ortakoy,1,1,65,55,0,22000,32
istanbul,sisli,gulbahar,3,1,118,28,0,25000,29
istanbul,bahcelievler,siyavuspasa,3,1,140,35,4,27000,35
istanbul,kucukcekmece,atakent,3,1,125,30,3,35000,31
istanbul,besiktas,abbasaga,1,1,70,21,1,35000,35
istanbul,esenyurt,barbaros_hayrettin_pasa,2,1,105,10,3,25000,35
istanbul,kagithane,nurtepe,1,1,75,15,1,20000,37
istanbul,beyoglu,kadimehmet_efendi,1,1,75,40,2,17000,37
istanbul,besiktas,nisbetiye,2,1,90,45,0,50000,30
istanbul,kagithane,hurriyet,2,1,66,0,1,25000,22
istanbul,sisli,gulbahar,3,1,120,25,6,27000,30
istanbul,beylikduzu,adnan_kahveci,2,1,90,20,2,25000,30
istanbul,bakirkoy,zuhuratbaba,1,1,65,0,1,35000,32
istanbul,bahcelievler,kocasinan_merkez,1,1,65,8,-2,26000,32
istanbul,sisli,gulbahar,2,1,85,23,-3,20000,28
istanbul,kadikoy,goztepe,3,1,140,29,6,60000,35
istanbul,tuzla,aydintepe,1,1,65,9,7,50000,32
istanbul,sisli,yayla,2,1,80,25,3,35000,26
istanbul,atasehir,icerenkoy,3,1,140,28,5,43000,35
istanbul,kadikoy,merdivenkoy,1,1,65,0,3,38000,32
istanbul,kucukcekmece,cumhuriyet,1,1,70,32,0,10000,35
istanbul,beykoz,yeni_mahalle,2,1,90,40,2,22000,30
istanbul,kagithane,telsizler,4,1,160,20,2,36000,32
istanbul,maltepe,feyzullah,2,1,75,7,3,48500,25
istanbul,buyukcekmece,ataturk,4,1,200,13,1,68000,40
istanbul,sisli,mesrutiyet,1,1,60,23,4,39000,30
istanbul,bahcelievler,soganli,2,1,78,15,-2,11000,26
istanbul,esenyurt,mehtercesme,2,1,100,11,3,15500,33
istanbul,kadikoy,fikirtepe,1,1,82,4,5,35000,41
istanbul,fatih,silivrikapi,3,1,95,30,3,25000,23
istanbul,beykoz,camlibahce,2,1,90,25,5,25000,30
istanbul,bahcelievler,zafer,1,1,60,11,-2,16000,30
istanbul,sisli,mesrutiyet,1,1,75,25,3,39500,37
istanbul,maltepe,altintepe,2,1,100,1,4,50000,33
istanbul,maltepe,kucukyali,3,1,100,30,1,33000,25
istanbul,kagithane,merkez,1,1,70,4,2,27000,35
istanbul,sisli,gulbahar,1,1,70,8,1,30000,35
istanbul,besiktas,turkali,3,1,110,40,2,37500,27
istanbul,beyoglu,gumussuyu,3,1,140,40,2,55000,35
istanbul,uskudar,zeynep_kamil,2,1,110,40,4,35000,36
istanbul,esenler,fevzi_cakmak,2,1,95,26,4,15000,31
istanbul,bahcelievler,cobancesme,1,1,82,16,2,38000,41
istanbul,sisli,19_mayis,1,1,65,0,2,58000,32
istanbul,gaziosmanpasa,hurriyet,2,1,90,30,5,20000,30
istanbul,tuzla,yayla,2,1,100,6,1,30000,33
istanbul,bakirkoy,yenimahalle,2,1,60,0,2,38000,20
istanbul,sisli,esentepe,3,1,110,40,7,30000,27
istanbul,fatih,balat,2,1,85,30,1,20000,28
istanbul,sisli,gulbahar,2,1,85,12,1,21000,28
istanbul,kadikoy,rasimpasa,2,1,65,40,1,26000,21
istanbul,avcilar,cihangir,2,1,90,25,2,16000,30
istanbul,besiktas,sinanpasa,1,1,70,35,1,26000,35
istanbul,kadikoy,merdivenkoy,3,1,170,28,6,60000,42
istanbul,sisli,fulya,3,1,120,25,1,50000,30
istanbul,basaksehir,guvercintepe,1,1,90,2,-1,16000,45
istanbul,umraniye,namik_kemal,2,1,84,10,0,35000,28
istanbul,bakirkoy,senlikkoy,2,1,70,0,0,55000,23
istanbul,esenyurt,mehmet_akif_ersoy,2,1,85,8,5,18500,28
istanbul,sariyer,gumusdere,2,1,100,10,-1,35000,33
istanbul,beyoglu,tomtom,2,1,80,40,0,30000,26
istanbul,kagithane,seyrantepe,1,1,45,27,5,20000,22
istanbul,uskudar,zeynep_kamil,2,1,80,38,4,25000,26
istanbul,bahcelievler,siyavuspasa,3,1,100,30,-2,18000,25
istanbul,uskudar,zeynep_kamil,3,1,120,30,3,30000,30
istanbul,kagithane,ortabayir,1,1,65,13,1,31000,32
istanbul,fatih,sumbul_efendi,2,1,80,38,3,16000,26
istanbul,maltepe,findikli,3,1,129,12,6,32000,32
istanbul,maltepe,altaycesme,3,1,120,33,6,35000,30
istanbul,sancaktepe,emek,1,1,68,10,5,24000,34
istanbul,esenyurt,ornek,2,1,110,4,-2,10500,36
istanbul,kadikoy,feneryolu,4,1,180,30,1,65000,36
istanbul,sancaktepe,inonu,2,1,95,8,2,25000,31
istanbul,beykoz,yalikoy,3,1,120,31,3,48000,30
istanbul,kadikoy,sahrayi_cedit,3,1,130,30,7,44000,32
istanbul,gaziosmanpasa,karadeniz,1,1,95,9,3,35000,47
istanbul,sisli,mesrutiyet,2,1,105,25,3,50000,35
istanbul,pendik,bati,3,1,90,9,3,42000,22
istanbul,buyukcekmece,ataturk,3,1,160,17,1,35000,40
istanbul,bahcelievler,cobancesme,2,1,90,1,5,38000,30
istanbul,sancaktepe,fatih,3,1,120,6,3,53000,30
istanbul,tuzla,yayla,2,1,80,0,3,24000,26
istanbul,kucukcekmece,atakent,2,1,85,15,3,31000,28
istanbul,pendik,fevzi_cakmak,2,1,98,0,1,36500,32
istanbul,kadikoy,fenerbahce,2,1,95,18,3,67500,31
istanbul,kartal,kordonboyu,1,1,75,45,4,18000,37
istanbul,bakirkoy,kartaltepe,2,1,85,40,-2,30000,28
istanbul,umraniye,serifali,2,1,140,18,3,31000,46
istanbul,avcilar,cihangir,2,1,120,30,2,18000,40
istanbul,sisli,19_mayis,3,1,145,16,2,37000,36
istanbul,uskudar,cumhuriyet,2,1,85,7,3,35000,28
istanbul,kartal,ugur_mumcu,2,1,90,25,5,22000,30
istanbul,besiktas,mecidiye,3,1,140,35,3,55000,35
istanbul,besiktas,visnezade,2,1,80,35,2,50000,26
istanbul,sariyer,darussafaka,3,1,130,27,4,60000,32
istanbul,maltepe,gulensu,2,1,110,30,0,20000,36
istanbul,kadikoy,kozyatagi,1,1,75,17,6,40000,37
istanbul,gungoren,tozkoparan,3,1,145,25,6,50000,36
istanbul,kagithane,gultepe,2,1,75,7,1,23500,25
istanbul,kartal,petrolis,2,1,150,25,3,33000,50
istanbul,beylikduzu,kavakli,2,1,130,0,2,35000,43
istanbul,uskudar,bahcelievler,3,1,147,19,4,40000,36
istanbul,umraniye,necip_fazil,1,1,70,17,5,40000,35
istanbul,pendik,dumlupinar,2,1,110,0,2,37000,36
istanbul,sile,cayirbasi,4,1,154,1,-1,70000,30
istanbul,beykoz,incirkoy,2,1,100,30,2,25000,33
istanbul,eyupsultan,gokturk_merkez,1,1,90,12,3,57500,45
istanbul,bahcelievler,cumhuriyet,1,1,75,12,3,13000,37
istanbul,sancaktepe,fatih,2,1,92,10,1,15000,30
istanbul,besiktas,kultur,3,1,125,40,5,70000,31
istanbul,uskudar,altunizade,2,1,90,10,0,47500,30
istanbul,kagithane,ortabayir,1,1,65,12,-2,18000,32
istanbul,bakirkoy,kartaltepe,3,1,90,40,5,25000,22
istanbul,silivri,yeni,2,1,75,15,4,14000,25
istanbul,kartal,hurriyet,2,1,105,11,3,28000,35
istanbul,fatih,koca_mustafapasa,1,1,70,40,3,13500,35
istanbul,uskudar,sultantepe,2,1,85,15,2,33000,28
istanbul,kagithane,talatpasa,1,1,60,4,1,18000,30
istanbul,silivri,fatih,2,1,105,25,4,17000,35
istanbul,sancaktepe,emek,2,1,110,20,3,20000,36
istanbul,beykoz,cubuklu,3,1,125,20,5,35000,31
istanbul,beyoglu,omer_avni,2,1,90,40,2,40000,30
istanbul,sisli,halide_edip_adivar,1,1,70,35,4,19000,35
istanbul,beyoglu,gumussuyu,1,1,65,50,3,35000,32
istanbul,kagithane,ortabayir,1,1,50,30,-3,21000,25
istanbul,uskudar,valide_i_atik,1,1,60,29,4,22000,30
istanbul,besiktas,etiler,3,1,130,30,4,50000,32
istanbul,beyoglu,cihangir,1,1,55,50,-2,31500,27
istanbul,kucukcekmece,kanarya,1,1,80,3,5,22000,40
istanbul,kadikoy,bostanci,3,1,110,0,3,65000,27
istanbul,kagithane,merkez,2,1,110,15,7,55000,36
istanbul,kartal,atalar,2,1,95,20,1,30000,31
istanbul,fatih,koca_mustafapasa,1,1,50,50,0,12000,25
istanbul,besiktas,mecidiye,1,1,65,35,-3,26000,32
istanbul,sisli,bozkurt,2,1,90,20,0,25000,30
istanbul,maltepe,idealtepe,3,1,120,35,0,40000,30
istanbul,sisli,mecidiyekoy,3,1,135,35,1,36000,33
istanbul,maltepe,feyzullah,3,1,130,37,3,35000,32
istanbul,beyoglu,cihangir,1,1,70,49,3,41000,35
istanbul,besiktas,mecidiye,1,1,85,30,1,20000,42
istanbul,esenyurt,akcaburgaz,2,1,90,10,-2,12500,30
istanbul,beyoglu,kocatepe,1,1,55,25,3,16000,27
istanbul,esenyurt,gokevler,1,1,65,10,1,20000,32
istanbul,atasehir,inonu,3,1,160,15,1,45000,40
istanbul,buyukcekmece,mimaroba,3,1,135,30,5,30000,33
istanbul,beylikduzu,kavakli,2,1,80,0,-2,35000,26
istanbul,kadikoy,bostanci,2,1,100,45,1,39000,33
istanbul,atasehir,ataturk,1,1,70,27,3,30000,35
istanbul,sariyer,maslak,1,1,80,10,4,55000,40
istanbul,besiktas,muradiye,2,1,95,30,2,35000,31
istanbul,sisli,halide_edip_adivar,2,1,100,20,5,31000,33
istanbul,sariyer,maslak,2,1,155,5,1,65000,51
istanbul,uskudar,aziz_mahmut_hudayi,2,1,100,30,4,59000,33
istanbul,esenyurt,saadetdere,2,1,80,3,1,15250,26
istanbul,kagithane,emniyet_evleri,2,1,90,4,7,47000,30
istanbul,arnavutkoy,anadolu,2,1,90,0,1,21000,30
istanbul,buyukcekmece,ekinoba,3,1,140,28,6,20000,35
istanbul,sisli,19_mayis,3,1,135,30,6,38000,33
istanbul,sisli,19_mayis,3,1,110,50,4,60000,27
istanbul,sariyer,fatih_sultan_mehmet,1,1,65,29,-2,22000,32
istanbul,kagithane,celiktepe,2,1,90,25,3,25000,30
