city,district,neighborhood,room,living_room,area,age,floor,price,area_per_room
istanbul,kadikoy,merdivenkoy,3,1,140,30,4,55000,35
istanbul,cekmekoy,camlik,1,1,60,10,3,20000,30
istanbul,sisli,bozkurt,2,1,100,50,4,40000,33
istanbul,besiktas,muradiye,2,1,60,28,-3,27500,20
istanbul,kagithane,emniyet_evleri,1,1,55,26,-2,18000,27
istanbul,beykoz,anadolu_hisari,1,1,70,30,3,21000,35
istanbul,sisli,mecidiyekoy,3,1,180,10,5,18000,45
istanbul,atasehir,icerenkoy,3,1,125,9,-2,20000,31
istanbul,maltepe,findikli,2,1,80,12,-2,20000,26
istanbul,esenyurt,necip_fazil_kisakurek,2,1,120,12,1,13000,40
istanbul,arnavutkoy,anadolu,2,1,75,5,-2,13500,25
istanbul,gaziosmanpasa,karadeniz,1,1,92,8,7,32500,46
istanbul,fatih,silivrikapi,2,1,80,40,3,24000,26
istanbul,sisli,eskisehir,2,1,84,35,2,28000,28
istanbul,besiktas,levent,2,1,95,43,1,65000,31
istanbul,bahcelievler,zafer,1,1,50,4,1,21000,25
istanbul,fatih,mevlanakapi,2,1,80,30,1,18000,26
istanbul,arnavutkoy,anadolu,3,1,120,4,2,25000,30
istanbul,beyoglu,yenisehir,2,1,90,25,4,12000,30
istanbul,gaziosmanpasa,merkez,3,1,120,35,6,29000,30
istanbul,sisli,merkez,2,1,85,30,3,35000,28
istanbul,besiktas,muradiye,1,1,65,40,1,30000,32
istanbul,sisli,halide_edip_adivar,1,1,35,7,1,30000,17
istanbul,sisli,harbiye,2,1,95,35,1,33900,31
istanbul,beyoglu,gumussuyu,1,1,50,50,-2,27000,25
istanbul,esenyurt,akcaburgaz,1,1,75,10,-2,11000,37
istanbul,kadikoy,merdivenkoy,3,1,120,0,3,70000,30
istanbul,avcilar,merkez,2,1,90,35,1,10000,30
istanbul,maltepe,kucukyali,2,1,75,0,1,32500,25
istanbul,sisli,gulbahar,2,1,90,9,5,25000,30
istanbul,sisli,cumhuriyet,2,1,95,50,1,45000,31
istanbul,fatih,ayvansaray,1,1,45,30,3,15500,22
istanbul,beykoz,cubuklu,2,1,85,45,0,18500,28
istanbul,bagcilar,demirkapi,2,1,95,7,3,25000,31
istanbul,sisli,cumhuriyet,1,1,65,35,-2,15000,32
istanbul,bahcelievler,soganli,2,1,90,33,3,16000,30
istanbul,basaksehir,bahcesehir_2_kisim,3,1,134,30,6,37000,33
istanbul,esenyurt,cinar,2,1,124,6,3,13000,41
istanbul,beylikduzu,gurpinar,1,1,65,10,5,18000,32
istanbul,besiktas,turkali,3,1,100,35,-3,27500,25
istanbul,beylikduzu,dereagzi,1,1,60,14,5,16000,30
istanbul,beykoz,cubuklu,1,1,70,16,1,42000,35
istanbul,atasehir,icerenkoy,2,1,85,8,2,33000,28
istanbul,kadikoy,rasimpasa,2,1,93,40,5,35000,31
istanbul,kagithane,telsizler,3,1,125,30,3,21000,31
istanbul,sisli,pasa,2,1,75,30,-2,13000,25
istanbul,fatih,sehremini,2,1,90,35,1,30000,30
istanbul,kadikoy,kozyatagi,2,1,85,35,1,28000,28
istanbul,fatih,sehremini,2,1,85,41,4,20000,28
istanbul,sisli,duatepe,1,1,70,5,3,35000,35
istanbul,fatih,sehremini,1,1,75,42,1,25000,37
istanbul,maltepe,feyzullah,3,1,135,6,1,55000,33
istanbul,besiktas,etiler,1,1,60,40,-2,30000,30
istanbul,esenyurt,akevler,1,1,80,10,3,12000,40
istanbul,kucukcekmece,yesilova,2,1,115,24,5,18000,38
istanbul,sariyer,ayazaga,1,1,53,9,5,30000,26
istanbul,maltepe,cinar,3,1,110,31,3,30000,27
istanbul,fatih,silivrikapi,1,1,60,40,3,15000,30
istanbul,sisli,fulya,3,1,140,31,2,60000,35
istanbul,sariyer,kirecburnu,3,1,110,25,2,45000,27
istanbul,kagithane,celiktepe,2,1,75,4,1,20250,25
istanbul,besiktas,dikilitas,3,1,130,25,6,43000,32
istanbul,sariyer,fatih_sultan_mehmet,2,1,105,20,-1,30000,35
istanbul,esenyurt,zafer,1,1,75,7,2,11000,37
istanbul,fatih,topkapi,1,1,65,45,-2,15000,32
istanbul,pendik,velibaba,2,1,96,10,3,22104,32
istanbul,kagithane,emniyet_evleri,2,1,85,29,3,23000,28
istanbul,silivri,alibey,3,1,160,27,3,23000,40
istanbul,atasehir,mevlana,2,1,100,30,3,36000,33
istanbul,kagithane,talatpasa,2,1,75,0,0,24000,25
istanbul,maltepe,yali,3,1,128,30,3,40000,32
istanbul,fatih,molla_gurani,3,1,100,31,4,25000,25
istanbul,esenyurt,yesilkent,2,1,100,12,3,20000,33
istanbul,fatih,sehremini,1,1,75,35,1,14000,37
istanbul,silivri,yeni,3,1,130,5,3,28000,32
istanbul,sariyer,zekeriyakoy,1,1,66,8,-2,40000,33
istanbul,fatih,topkapi,3,1,145,32,1,30000,36
istanbul,beykoz,gumussuyu,2,1,105,30,0,12000,35
istanbul,uskudar,ahmediye,2,1,80,30,5,35000,26
istanbul,sisli,tesvikiye,2,1,100,35,6,42000,33
istanbul,sultanbeyli,adil,2,1,85,4,2,26000,28
istanbul,fatih,seyyid_omer,1,1,75,31,3,20000,37
istanbul,kagithane,yahya_kemal,1,1,71,25,1,15000,35
istanbul,pendik,bati,2,1,75,40,4,25000,25
istanbul,sariyer,maslak,2,1,110,14,4,65000,36
istanbul,uskudar,cumhuriyet,2,1,90,16,0,30000,30
istanbul,beyoglu,cihangir,1,1,65,5,3,35000,32
istanbul,beylikduzu,adnan_kahveci,2,1,123,8,7,30000,41
istanbul,atasehir,inonu,1,1,50,8,-3,22000,25
istanbul,kadikoy,osmanaga,1,1,70,35,1,33000,35
istanbul,sariyer,cumhuriyet,1,1,80,30,2,35000,40
istanbul,kucukcekmece,fatih,3,1,120,40,5,12000,30
istanbul,uskudar,valide_i_atik,2,1,85,45,-2,21000,28
istanbul,beylikduzu,kavakli,4,1,170,0,1,52000,34
istanbul,maltepe,zumrutevler,1,1,65,7,-2,23500,32
istanbul,gaziosmanpasa,barbaros_hayrettinpasa,2,1,111,26,5,22500,37
istanbul,esenyurt,sultaniye,2,1,100,4,4,12000,33
istanbul,beyoglu,bereketzade,1,1,50,31,1,35000,25
istanbul,kagithane,ortabayir,2,1,83,10,3,37000,27
istanbul,uskudar,zeynep_kamil,2,1,95,19,-1,22000,31
istanbul,kagithane,celiktepe,2,1,75,27,0,22000,25
istanbul,uskudar,mehmet_akif_ersoy,2,1,85,30,-2,10000,28
istanbul,esenler,namik_kemal,1,1,60,0,1,19000,30
istanbul,esenyurt,piri_reis,2,1,110,4,3,12000,36
istanbul,esenyurt,piri_reis,1,1,75,4,1,13500,37
istanbul,sancaktepe,fatih,4,1,165,8,1,20000,33
istanbul,sisli,19_mayis,2,1,90,40,1,40000,30
istanbul,uskudar,kuzguncuk,3,1,160,51,1,58000,40
istanbul,sariyer,uskumrukoy,1,1,90,4,-1,52000,45
istanbul,sariyer,fatih_sultan_mehmet,1,1,70,28,0,12000,35
istanbul,beyoglu,omer_avni,1,1,70,50,-1,25000,35
istanbul,bagcilar,kemalpasa,1,1,65,28,1,10000,32
istanbul,kagithane,gursel,1,1,55,15,1,17500,27
istanbul,besiktas,turkali,2,1,80,35,3,30000,26
istanbul,sisli,izzet_pasa,1,1,45,25,1,14000,22
istanbul,sisli,gulbahar,3,1,120,26,3,25000,30
istanbul,sariyer,kocatas,2,1,90,20,-2,23000,30
istanbul,sisli,merkez,3,1,95,30,3,26000,23
istanbul,kagithane,sirintepe,2,1,75,8,4,20500,25
istanbul,kagithane,yesilce,2,1,93,25,1,15000,31
istanbul,atasehir,icerenkoy,2,1,75,22,2,12000,25
istanbul,uskudar,ahmediye,2,1,80,20,2,27000,26
istanbul,sisli,mecidiyekoy,3,1,140,20,1,37000,35
istanbul,eyupsultan,emniyettepe,2,1,120,7,5,26500,40
istanbul,kucukcekmece,yesilova,2,1,80,4,5,30000,26
istanbul,beylikduzu,kavakli,3,1,160,2,1,52500,40
istanbul,kagithane,emniyet_evleri,2,1,120,28,4,35000,40
istanbul,bakirkoy,atakoy_2_5_6_kisim,2,1,110,30,6,60000,36
istanbul,esenyurt,mehtercesme,2,1,95,6,5,15000,31
istanbul,atasehir,icerenkoy,3,1,110,10,1,40000,27
istanbul,esenyurt,mehmet_akif_ersoy,2,1,95,5,1,19000,31
istanbul,sancaktepe,fatih,2,1,93,10,5,38000,31
istanbul,beyoglu,kuloglu,3,1,100,35,-1,44000,25
istanbul,kucukcekmece,istasyon,2,1,71,30,1,15000,23
istanbul,pendik,kurtkoy,2,1,120,10,7,27000,40
istanbul,gungoren,abdurrahman_nafiz_gurman,2,1,115,33,3,35000,38
istanbul,esenyurt,yunus_emre,1,1,75,10,3,16000,37
istanbul,bayrampasa,cevatpasa,2,1,95,25,4,24000,31
istanbul,esenyurt,sultaniye,3,1,90,6,1,14000,22
istanbul,kagithane,telsizler,2,1,90,9,2,29500,30
istanbul,kagithane,seyrantepe,4,1,135,8,3,35000,27
istanbul,kagithane,caglayan,1,1,80,18,3,21000,40
istanbul,bahcelievler,soganli,3,1,130,25,4,35000,32
istanbul,adalar,maden,2,1,60,55,1,30000,20
istanbul,maltepe,aydinevler,2,1,85,2,4,34000,28
istanbul,sancaktepe,fatih,3,1,125,1,5,40000,31
istanbul,kadikoy,suadiye,2,1,75,5,1,65000,25
istanbul,kadikoy,caferaga,2,1,100,35,3,53000,33
istanbul,pendik,yenisehir,2,1,114,5,5,39999,38
istanbul,kadikoy,kosuyolu,4,1,200,31,1,50000,40
istanbul,pendik,dumlupinar,2,1,85,16,3,18000,28
istanbul,fatih,seyyid_omer,2,1,55,45,5,13000,18
istanbul,beyoglu,firuzaga,1,1,70,35,2,37000,35
istanbul,uskudar,beylerbeyi,2,1,117,20,1,42500,39
istanbul,basaksehir,kayabasi,1,1,50,13,-2,16000,25
istanbul,fatih,silivrikapi,1,1,65,40,-2,11000,32
istanbul,besiktas,ulus,2,1,113,40,-2,70000,37
istanbul,zeytinburnu,sumer,2,1,75,30,2,22000,25
istanbul,kagithane,emniyet_evleri,1,1,50,26,-3,22000,25
istanbul,bagcilar,kemalpasa,2,1,75,26,3,17000,25
istanbul,fatih,seyyid_omer,1,1,55,45,-1,18000,27
istanbul,bayrampasa,muratpasa,2,1,90,27,3,10000,30
istanbul,sisli,merkez,2,1,85,30,3,35000,28
istanbul,bahcelievler,siyavuspasa,2,1,100,31,4,22000,33
istanbul,sariyer,pinar,3,1,140,30,1,37500,35
istanbul,besiktas,etiler,3,1,100,40,0,47000,25
istanbul,besiktas,ortakoy,1,1,75,29,-2,28500,37
istanbul,tuzla,istasyon,2,1,85,5,1,35000,28
istanbul,catalca,ferhatpasa,2,1,85,5,0,20000,28
istanbul,sisli,halaskargazi,1,1,80,45,4,30000,40
istanbul,esenyurt,selahaddin_eyyubi,2,1,100,3,-2,11000,33
istanbul,kagithane,talatpasa,2,1,100,22,1,27500,33
istanbul,uskudar,valide_i_atik,2,1,75,35,4,23500,25
istanbul,beyoglu,cukur,2,1,102,50,2,30000,34
istanbul,beykoz,goztepe,3,1,143,33,3,48000,35
istanbul,besiktas,yildiz,2,1,70,43,3,24500,23
istanbul,sisli,ergenekon,3,1,130,40,0,50000,32
istanbul,sancaktepe,veysel_karani,2,1,110,26,2,23000,36
istanbul,sisli,gulbahar,1,1,60,8,3,22500,30
istanbul,pendik,kavakpinar,2,1,108,25,4,18000,36
istanbul,esenyurt,gokevler,2,1,75,9,0,20000,25
istanbul,kagithane,seyrantepe,2,1,100,20,4,22500,33
istanbul,sariyer,ayazaga,2,1,120,25,1,40000,40
istanbul,fatih,silivrikapi,1,1,55,40,1,15000,27
istanbul,maltepe,aydinevler,2,1,90,8,1,31500,30
istanbul,tuzla,postane,1,1,55,25,-2,30000,27
istanbul,kadikoy,feneryolu,2,1,97,11,1,65000,32
istanbul,sisli,halide_edip_adivar,3,1,140,22,5,38000,35
istanbul,bakirkoy,senlikkoy,4,1,200,29,1,69000,40
istanbul,sisli,bozkurt,1,1,60,7,4,40000,30
istanbul,sariyer,tarabya,3,1,123,30,3,49500,30
istanbul,esenyurt,yesilkent,3,1,150,20,1,20000,37
istanbul,beykoz,camlibahce,2,1,95,25,1,25000,31
istanbul,kagithane,sultan_selim,2,1,85,28,4,18000,28
istanbul,kagithane,merkez,1,1,70,20,0,13000,35
istanbul,tuzla,aydinli,1,1,56,13,1,22000,28
istanbul,kagithane,emniyet_evleri,2,1,85,29,3,23000,28
istanbul,silivri,cumhuriyet,3,1,160,20,3,25000,40
istanbul,sisli,mecidiyekoy,1,1,80,26,1,22000,40
istanbul,atasehir,esatpasa,2,1,95,11,0,25000,31
istanbul,fatih,silivrikapi,3,1,130,40,2,40000,32
istanbul,kagithane,merkez,2,1,85,21,4,21000,28
istanbul,besiktas,mecidiye,2,1,70,55,3,28500,23
istanbul,sariyer,zekeriyakoy,1,1,46,8,1,35000,23
istanbul,sisli,esentepe,1,1,66,0,2,45000,33
istanbul,sisli,fulya,2,1,65,50,1,26500,21
istanbul,besiktas,cihannuma,2,1,60,37,-1,20000,20
istanbul,esenyurt,zafer,1,1,60,7,1,13000,30
istanbul,beyoglu,sutluce,2,1,80,2,3,13500,26
istanbul,beylikduzu,dereagzi,1,1,60,14,5,17000,30
istanbul,beyoglu,cihangir,3,1,120,45,5,65000,30
istanbul,beyoglu,gumussuyu,2,1,120,45,1,65000,40
istanbul,kartal,hurriyet,1,1,82,22,1,17000,41
istanbul,beyoglu,yenisehir,2,1,85,30,1,17000,28
istanbul,atasehir,icerenkoy,3,1,100,30,4,29000,25
istanbul,avcilar,yesilkent,2,1,100,14,5,12000,33
istanbul,sisli,merkez,1,1,80,6,3,39000,40
istanbul,esenyurt,yenikent,3,1,125,25,-2,13000,31
istanbul,kucukcekmece,gultepe,3,1,110,30,1,20000,27
istanbul,besiktas,cihannuma,2,1,95,35,5,45000,31
istanbul,avcilar,merkez,1,1,60,10,4,14000,30
istanbul,sisli,bozkurt,2,1,120,40,1,30000,40
istanbul,kucukcekmece,ataturk,1,1,58,9,3,22750,29
istanbul,besiktas,visnezade,1,1,55,0,3,45000,27
istanbul,kadikoy,caferaga,2,1,100,35,4,45000,33
istanbul,fatih,seyyid_omer,1,1,70,35,-2,13500,35
istanbul,kadikoy,osmanaga,2,1,80,40,2,27500,26
istanbul,avcilar,ambarli,3,1,120,25,3,22000,30
istanbul,besiktas,cihannuma,1,1,55,35,3,22500,27
istanbul,sisli,mesrutiyet,3,1,110,25,5,45000,27
istanbul,sisli,gulbahar,2,1,83,15,3,25000,27
istanbul,kagithane,hurriyet,3,1,130,30,5,25000,32
istanbul,uskudar,zeynep_kamil,1,1,75,40,2,25000,37
istanbul,kagithane,sultan_selim,3,1,130,25,4,30000,32
istanbul,sariyer,tarabya,1,1,60,1,1,60000,30
istanbul,kucukcekmece,yesilova,2,1,80,3,5,24000,26
istanbul,basaksehir,bahcesehir_1_kisim,1,1,95,3,1,31500,47
istanbul,sancaktepe,eyup_sultan,3,1,167,5,2,65000,41
istanbul,sariyer,maslak,1,1,78,11,4,45000,39
istanbul,beylikduzu,adnan_kahveci,2,1,120,8,2,26000,40
istanbul,sariyer,yenikoy,2,1,100,25,3,70000,33
istanbul,beylikduzu,marmara,3,1,150,15,5,27000,37
istanbul,sisli,fulya,3,1,125,25,2,37000,31
istanbul,kagithane,sirintepe,2,1,115,30,5,18000,38
istanbul,kadikoy,hasanpasa,2,1,100,7,3,50000,33
istanbul,kartal,cavusoglu,3,1,115,9,3,43000,28
istanbul,bayrampasa,kartaltepe,3,1,145,35,3,25000,36
istanbul,esenler,menderes,2,1,85,8,-2,16000,28
istanbul,esenyurt,mehmet_akif_ersoy,2,1,120,7,1,13000,40
istanbul,pendik,camcesme,1,1,65,13,4,22000,32
istanbul,kadikoy,caddebostan,2,1,125,26,1,67500,41
istanbul,sariyer,maden,2,1,100,4,2,53000,33
istanbul,sariyer,fatih_sultan_mehmet,1,1,55,12,-1,15000,27
istanbul,fatih,yedikule,2,1,65,40,3,14000,21
istanbul,sisli,19_mayis,2,1,90,30,1,40000,30
istanbul,atasehir,barbaros,2,1,135,35,3,25000,45
istanbul,esenyurt,ucevler,2,1,120,20,4,12999,40
istanbul,beylikduzu,baris,3,1,150,23,3,22500,37
istanbul,kadikoy,acibadem,3,1,120,30,3,48000,30
istanbul,uskudar,zeynep_kamil,2,1,90,38,4,22000,30
istanbul,sisli,gulbahar,2,1,65,7,1,16500,21
istanbul,kadikoy,bostanci,3,1,130,35,3,55000,32
istanbul,atasehir,ornek,2,1,100,0,3,39000,33
istanbul,esenyurt,hurriyet,2,1,100,5,1,10000,33
istanbul,beykoz,kavacik,2,1,130,18,3,10000,43
istanbul,cekmekoy,kirazlidere,2,1,120,0,3,60000,40
istanbul,sisli,merkez,2,1,98,30,1,35000,32
istanbul,pendik,kaynarca,2,1,100,22,8,25000,33
istanbul,kadikoy,merdivenkoy,3,1,105,4,7,61000,26
istanbul,fatih,seyyid_omer,1,1,45,40,1,15000,22
istanbul,umraniye,atakent,3,1,120,35,1,29500,30
istanbul,kadikoy,osmanaga,1,1,65,43,3,32500,32
istanbul,fatih,sumbul_efendi,1,1,75,50,3,17000,37
istanbul,sisli,cumhuriyet,1,1,60,15,5,62000,30
istanbul,bakirkoy,basinkoy,2,1,130,35,3,43500,43
istanbul,kadikoy,kozyatagi,3,1,130,29,3,51000,32
istanbul,uskudar,valide_i_atik,3,1,110,40,1,35000,27
istanbul,cekmekoy,alemdag,3,1,155,25,2,40000,38
istanbul,kadikoy,kozyatagi,3,1,200,25,1,62500,50
istanbul,fatih,koca_mustafapasa,1,1,65,40,0,16500,32
istanbul,silivri,selimpasa,2,1,95,30,2,19000,31
istanbul,sisli,cumhuriyet,1,1,88,10,-2,65000,44
istanbul,sariyer,buyukdere,3,1,120,35,1,40000,30
istanbul,umraniye,atakent,3,1,110,30,5,39000,27
istanbul,beylikduzu,yakuplu,2,1,90,2,1,20000,30
istanbul,sariyer,cumhuriyet,1,1,75,30,2,28000,37
istanbul,beylikduzu,dereagzi,2,1,100,10,0,25000,33
istanbul,silivri,yeni,2,1,100,1,-3,21000,33
istanbul,sisli,kustepe,2,1,75,15,4,30000,25
istanbul,kagithane,sultan_selim,2,1,100,29,1,20050,33
istanbul,sultanbeyli,abdurrahmangazi,2,1,70,31,-2,23500,23
istanbul,pendik,dumlupinar,1,1,85,20,0,20000,42
istanbul,uskudar,valide_i_atik,2,1,80,35,1,50000,26
istanbul,silivri,yeni,3,1,130,20,3,17500,32
istanbul,cekmekoy,hamidiye,2,1,80,17,3,22750,26
istanbul,bahcelievler,sirinevler,2,1,95,15,3,32000,31
istanbul,esenyurt,baglarcesme,3,1,110,8,1,12750,27
istanbul,beyoglu,kamer_hatun,2,1,90,30,4,27000,30
istanbul,beyoglu,cihangir,1,1,85,35,-2,50000,42
istanbul,bahcelievler,siyavuspasa,2,1,85,25,4,25000,28
istanbul,eyupsultan,yesilpinar,2,1,118,0,5,40000,39
istanbul,esenyurt,barbaros_hayrettin_pasa,1,1,75,0,8,13500,37
istanbul,fatih,aksaray,2,1,70,38,2,25000,23
istanbul,atasehir,kayisdagi,1,1,65,5,2,27500,32
istanbul,sisli,mecidiyekoy,2,1,85,21,4,36000,28
istanbul,uskudar,cumhuriyet,1,1,55,1,-2,25000,27
istanbul,fatih,sumbul_efendi,2,1,90,20,3,18000,30
istanbul,umraniye,namik_kemal,2,1,75,50,1,28000,25
istanbul,beyoglu,cihangir,2,1,90,28,2,37000,30
istanbul,atasehir,icerenkoy,2,1,100,27,1,23000,33
istanbul,sariyer,maslak,1,1,80,8,1,50000,40
istanbul,besiktas,cihannuma,2,1,105,31,-2,45500,35
istanbul,eyupsultan,gokturk_merkez,1,1,55,5,3,45000,27
istanbul,sisli,halide_edip_adivar,3,1,130,12,2,40000,32
istanbul,eyupsultan,emniyettepe,2,1,80,12,1,24000,26
istanbul,atasehir,fetih,3,1,120,32,3,46000,30
istanbul,kartal,hurriyet,2,1,110,22,3,20500,36
istanbul,kagithane,hurriyet,2,1,65,30,0,15000,21
istanbul,kadikoy,kosuyolu,3,1,120,26,3,60000,30
istanbul,avcilar,mustafa_kemal_pasa,2,1,100,28,5,20000,33
istanbul,sariyer,maslak,2,1,160,8,3,65000,53
istanbul,pendik,dumlupinar,2,1,110,1,2,35000,36
istanbul,kucukcekmece,gultepe,2,1,90,12,5,24000,30
istanbul,esenyurt,pinar,2,1,90,6,3,14000,30
istanbul,beylikduzu,kavakli,2,1,120,0,1,25000,40
istanbul,kadikoy,merdivenkoy,2,1,70,31,3,32000,23
istanbul,atasehir,icerenkoy,1,1,90,14,0,26000,45
istanbul,sariyer,camlitepe,2,1,100,30,-3,61000,33
istanbul,besiktas,levent,1,1,55,6,-2,25000,27
istanbul,kucukcekmece,gultepe,2,1,85,30,5,19000,28
istanbul,fatih,sehremini,1,1,70,40,1,18000,35
istanbul,zeytinburnu,merkezefendi,1,1,55,31,8,35000,27
istanbul,fatih,seyyid_omer,1,1,40,40,1,10000,20
istanbul,esenyurt,gokevler,2,1,110,1,1,22000,36
istanbul,sisli,fulya,3,1,135,39,3,44000,33
istanbul,kagithane,celiktepe,2,1,80,10,1,27000,26
istanbul,beyoglu,omer_avni,1,1,60,35,0,18000,30
istanbul,uskudar,valide_i_atik,2,1,100,20,3,33000,33
istanbul,tuzla,cami,1,1,80,11,-2,35000,40
istanbul,pendik,yenisehir,1,1,73,9,6,22500,36
istanbul,kagithane,seyrantepe,2,1,85,25,5,20000,28
istanbul,bahcelievler,hurriyet,2,1,90,25,4,20000,30
istanbul,fatih,sehremini,3,1,110,30,-2,24000,27
istanbul,beyoglu,purtelas_hasan_efendi,1,1,75,3,5,50000,37
istanbul,beykoz,cigdem,3,1,125,26,2,20000,31
istanbul,kadikoy,sahrayi_cedit,3,1,140,5,1,65000,35
istanbul,esenyurt,osmangazi,2,1,140,25,0,12000,46
istanbul,beylikduzu,buyuksehir,3,1,105,29,1,25000,26
istanbul,pendik,dogu,3,1,110,40,1,22000,27
istanbul,esenyurt,baglarcesme,2,1,140,4,4,20000,46
istanbul,sisli,19_mayis,4,1,150,26,5,42000,30
istanbul,sisli,pasa,2,1,86,10,-3,19000,28
istanbul,kagithane,sultan_selim,3,1,150,7,4,35000,37
istanbul,kadikoy,caferaga,2,1,95,40,1,47500,31
istanbul,kagithane,celiktepe,2,1,100,25,-2,34000,33
istanbul,fatih,koca_mustafapasa,1,1,70,40,-1,13000,35
istanbul,sisli,mecidiyekoy,2,1,80,20,1,23500,26
istanbul,atasehir,ataturk,3,1,115,30,1,40000,28
istanbul,atasehir,kayisdagi,1,1,69,5,1,25000,34
istanbul,atasehir,icerenkoy,3,1,130,21,2,32000,32
istanbul,buyukcekmece,pinartepe,2,1,90,0,0,16500,30
istanbul,kagithane,sirintepe,2,1,75,15,1,19000,25
istanbul,pendik,kaynarca,3,1,130,23,4,26000,32
istanbul,sariyer,fatih_sultan_mehmet,1,1,55,5,-1,12500,27
istanbul,esenyurt,asik_veysel,2,1,103,25,2,25500,34
istanbul,maltepe,findikli,1,1,60,4,-2,23000,30
istanbul,kagithane,sultan_selim,2,1,115,29,4,20000,38
istanbul,maltepe,kucukyali,3,1,130,35,0,45000,32
istanbul,silivri,mimar_sinan,2,1,90,20,1,17500,30
istanbul,sancaktepe,kemal_turkler,3,1,130,25,1,18500,32
istanbul,uskudar,selami_ali,2,1,90,35,3,32000,30
istanbul,uskudar,bulgurlu,1,1,60,10,-2,22000,30
istanbul,kucukcekmece,cennet,3,1,138,8,3,45000,34
istanbul,umraniye,adem_yavuz,2,1,105,24,3,25000,35
istanbul,kagithane,gultepe,2,1,60,30,5,19000,20
istanbul,kagithane,seyrantepe,1,1,65,15,2,35000,32
istanbul,atasehir,ataturk,1,1,55,29,1,30000,27
istanbul,sisli,mecidiyekoy,2,1,65,8,-3,20000,21
istanbul,kagithane,ortabayir,1,1,70,40,3,18500,35
istanbul,kartal,kordonboyu,3,1,130,30,3,39000,32
istanbul,atasehir,kucukbakkalkoy,3,1,135,15,7,60000,33
istanbul,uskudar,barbaros,3,1,110,35,-3,25000,27
istanbul,sariyer,cumhuriyet,2,1,80,30,2,15000,26
istanbul,bagcilar,fevzi_cakmak,2,1,138,0,2,33000,46
istanbul,beyoglu,mueyyetzade,1,1,80,40,5,60000,40
istanbul,besiktas,abbasaga,1,1,60,40,-3,20000,30
istanbul,bahcelievler,kocasinan_merkez,3,1,110,4,1,35000,27
istanbul,fatih,sehremini,3,1,120,40,6,27000,30
istanbul,avcilar,cihangir,2,1,90,10,3,22000,30
istanbul,uskudar,zeynep_kamil,2,1,80,37,1,22000,26
istanbul,sariyer,emirgan,2,1,100,28,-3,31500,33
istanbul,cekmekoy,merkez,2,1,75,9,-2,25000,25
istanbul,maltepe,altintepe,4,1,180,29,4,40000,36
istanbul,beylikduzu,yakuplu,1,1,100,12,-2,15000,50
istanbul,besiktas,bebek,2,1,120,30,-3,60000,40
istanbul,silivri,ortakoy,2,1,115,14,5,17000,38
istanbul,fatih,silivrikapi,2,1,85,31,5,21500,28
istanbul,atasehir,icerenkoy,1,1,65,6,1,36000,32
istanbul,kagithane,ortabayir,2,1,80,15,-2,19000,26
istanbul,zeytinburnu,veliefendi,1,1,75,28,0,14000,37
istanbul,fatih,sumbul_efendi,1,1,75,38,1,18000,37
istanbul,kagithane,hamidiye,2,1,80,20,3,29000,26
istanbul,umraniye,inkilap,2,1,83,7,1,28000,27
istanbul,atasehir,icerenkoy,3,1,120,31,2,37000,30
istanbul,beylikduzu,cumhuriyet,3,1,150,20,6,22000,37
istanbul,sariyer,tarabya,3,1,140,25,3,65000,35
istanbul,sisli,cumhuriyet,1,1,95,10,5,55000,47
istanbul,pendik,dumlupinar,2,1,110,0,2,37000,36
istanbul,sisli,eskisehir,1,1,65,40,2,18500,32
istanbul,fatih,sehremini,2,1,115,30,3,25000,38
istanbul,kadikoy,osmanaga,3,1,100,30,3,34000,25
istanbul,kucukcekmece,cumhuriyet,4,1,170,8,1,50000,34
istanbul,bakirkoy,basinkoy,3,1,150,29,1,52000,37
istanbul,sisli,mecidiyekoy,3,1,120,35,1,30000,30
istanbul,beyoglu,catma_mescit,1,1,72,45,2,40000,36
istanbul,beyoglu,yahya_kahya,2,1,80,30,-3,15000,26
istanbul,uskudar,salacak,2,1,70,38,-2,21000,23
istanbul,kagithane,celiktepe,2,1,100,10,-2,26000,33
istanbul,beykoz,kavacik,3,1,170,25,4,55000,42
istanbul,esenyurt,namik_kemal,2,1,110,25,5,17000,36
istanbul,avcilar,cihangir,2,1,100,25,1,22000,33
istanbul,kadikoy,rasimpasa,1,1,89,45,4,37000,44
istanbul,kadikoy,goztepe,2,1,80,5,3,63000,26
istanbul,kagithane,sultan_selim,3,1,150,7,4,35000,37
istanbul,maltepe,feyzullah,2,1,100,45,2,28000,33
istanbul,umraniye,mehmet_akif,1,1,60,14,0,25000,30
istanbul,umraniye,cakmak,1,1,45,16,4,27000,22
istanbul,eyupsultan,yesilpinar,2,1,70,16,-2,18500,23
istanbul,sisli,halide_edip_adivar,2,1,75,25,1,25000,25
istanbul,esenyurt,mehtercesme,1,1,95,0,5,13500,47
istanbul,avcilar,universite,1,1,65,4,0,25000,32
istanbul,esenyurt,yunus_emre,2,1,100,6,3,15000,33
istanbul,beykoz,goztepe,3,1,130,25,3,18000,32
istanbul,kagithane,harmantepe,2,1,117,21,3,25000,39
istanbul,besiktas,gayrettepe,1,1,62,7,1,50000,31
istanbul,kagithane,sultan_selim,2,1,53,29,2,20000,17
istanbul,uskudar,sultantepe,2,1,85,35,4,28000,28
istanbul,esenler,namik_kemal,2,1,70,0,3,24000,23
